Gene,StateA,StateB
HoxB4,SomNHA4_194,HFB11_054
Tbx20,SomNHA4_194,HFA1_005
Notch1,SomHA8_298,SomHA7_102
Etv6,PSA7_053,PSA3_008
Tbx3,PSA7_056,NPB6_023
Meis1,PSA7_056,NPB5_066
Gata1,PSA7_056,NPB4_021
Lmo2,PSA7_056,PSA8_002
Ets1,SomHA9_299,SomHA9_213
Sox17,SomHA9_299,SomHA9_054
Etv2,SomHA9_299,SomHA7_252
Mitf,SomHA9_299,SomHA7_245
HoxB4,HFB10_055,SomHA8_343
Gfi1,HFB10_056,HFB9_120
Etv2,HFB10_056,HFB14_012
Sox17,HFB10_056,HFB10_045
Tbx3,HFB10_056,HFB10_019
Gfi1b,HFB10_056,NPB5_067
Tbx20,HFB10_056,NPB4_017
Mecom,HFB10_056,NPA6_006
Mitf,HFB10_056,PSA5_013
Meis1,PSA4_032,HFB10_007
Ldb1,HFB10_057,SomHA9_137
HoxB4,HFB10_057,SomHA8_297
FoxH1,HFB10_057,SomHA8_195
Lmo2,HFB10_057,SomHA8_176
Sox7,HFB10_057,HFA4_118
Gata1,HFB10_057,HFA1_076
Tbx3,HFB10_054,PSA1_008
Erg,SomNHA4_199,HFB12_003
Lyl1,SomHA8_287,SomHA8_062
Mitf,PSA7_040,HFB9_044
Ldb1,PSA7_040,HFA1_004
Fli1,PSA7_040,PSB1_020
Ets2,SomHA9_290,SomHA7_058
Runx1,PSA7_044,HFB9_044
HoxB4,PSA7_044,NPA7_092
Fli1,PSA7_044,PSB3_056
Mecom,PSA7_044,PSB1_033
Myb,PSA7_044,PSA8_018
Notch1,PSA7_044,PSA2_006
Mitf,PSA4_029,NPB8_042
Sfpi1,PSA4_029,NPB2_052
Gfi1,PSA4_029,NPA7_072
Nfe2,PSA4_029,NPA7_024
Etv2,SomHA9_289,SomHA7_059
Mitf,SomHA7_094,SomHA9_113
Tbx20,SomHA7_094,SomHA7_119
Notch1,SomHA7_093,SomHA7_241
Erg,SomHA7_093,SomHA7_180
Mitf,SomHA7_093,HFA1_076
Lyl1,HFB10_047,NPB5_056
Tbx3,SomHA7_091,SomHA9_279
Etv6,SomHA7_091,SomHA8_320
Mitf,SomHA7_091,SomHA8_222
Lyl1,SomHA7_091,SomHA8_106
Sfpi1,SomHA7_091,SomHA8_070
Cbfa2t3h,SomHA7_091,SomHA7_297
Lmo2,SomHA7_091,SomHA7_147
Fli1,SomHA7_091,SomHA7_102
Ets1,SomHA7_091,SomHA7_058
Hhex,SomHA7_091,SomHA7_007
Nfe2,HFB10_045,HFB10_067
Sox17,HFB10_045,HFB10_056
Mitf,HFB10_045,NPB4_039
Mecom,HFB10_045,NPB2_052
Gfi1,HFB10_045,NPA7_008
Tbx3,HFB10_045,PSB2_083
Lmo2,HFB10_045,PSB2_059
Meis1,HFB10_045,PSA2_012
HoxB4,SomHA8_297,HFB10_057
Erg,HFB10_042,HFB9_180
Hhex,HFB10_042,HFA1_117
Sfpi1,HFB10_043,HFA1_064
HoxB4,HFB10_043,NPB5_061
Ikaros,HFB10_043,PSA6_045
Myb,HFB10_043,PSA1_021
Nfe2,HFB10_041,HFB9_170
Mecom,HFB10_041,HFB14_007
Myb,HFB10_041,HFB13_104
Sfpi1,HFB10_041,HFB13_048
Runx1,HFB10_041,HFB12_089
Lmo2,HFB10_041,HFB12_077
Mitf,HFB10_041,PSA7_014
Lmo2,SomHA8_279,SomHA9_307
Ets1,SomHA8_279,SomHA8_085
Hhex,SomHA8_279,SomHA8_025
Sfpi1,SomHA8_279,SomHA7_245
Etv2,SomHA8_279,SomHA7_212
Mitf,SomHA8_278,SomHA9_213
Notch1,SomHA8_278,SomHA9_010
Sfpi1,SomHA8_278,SomHA8_085
Lmo2,SomHA8_278,SomHA8_054
Etv2,SomHA8_278,SomHA7_354
Meis1,SomHA8_278,SomHA7_317
Ets1,SomHA8_278,SomHA7_245
Ikaros,HFB10_072,HFA4_125
Erg,PSA7_036,HFB9_032
Mitf,PSA7_036,PSA2_043
Etv6,SomHA7_079,SomHA7_369
Lmo2,SomHA9_282,SomHA9_155
Gata1,SomHA9_282,SomHA8_008
Sfpi1,SomHA9_282,SomHA7_248
Tbx20,PSA7_031,SomNHA4_193
Sox17,PSA7_031,SomNHA4_177
Etv6,SomHA7_083,SomHA8_057
Sfpi1,SomHA7_083,SomHA7_219
Tbx3,SomHA7_083,SomHA7_034
Etv6,SomHA7_082,SomHA9_105
Ets1,SomHA7_082,SomHA7_217
Fli1,SomHA7_082,SomHA7_053
Myb,SomHA7_082,SomHA7_035
Hhex,SomHA9_279,SomHA9_189
Ets1,SomHA9_279,SomHA9_043
Tbx3,SomHA9_279,SomHA7_091
Lmo2,SomHA9_279,SomHA7_011
Etv2,SomHA7_085,SomHA9_213
Notch1,SomHA7_085,SomHA9_175
Lyl1,SomHA7_085,SomHA9_067
Fli1,SomHA7_085,SomHA8_202
Etv6,SomHA7_085,SomHA8_155
Tbx20,SomHA7_085,SomHA8_102
Cbfa2t3h,SomHA7_085,SomHA8_013
Mitf,SomHA7_085,SomHA7_354
Ldb1,SomHA7_085,SomHA7_335
Meis1,SomHA7_085,SomHA7_315
Ets1,SomHA7_085,SomHA7_252
Lmo2,SomHA7_085,SomHA7_080
Hhex,SomHA7_085,SomHA7_073
Sfpi1,SomHA7_085,SomHA7_012
Etv6,SomHA7_084,SomHA7_299
Meis1,SomHA7_084,SomHA7_259
Mitf,SomHA7_087,SomHA8_026
Fli1,SomHA7_087,SomHA8_005
Myb,SomHA7_087,SomHA7_242
Hhex,SomHA7_087,SomHA7_038
Tbx3,SomHA9_278,SomHA9_301
Notch1,SomHA9_278,SomHA8_237
Mitf,SomHA9_278,SomHA8_202
Sfpi1,SomHA9_278,SomHA8_028
Fli1,SomHA9_278,SomHA7_354
Hhex,SomHA9_278,SomHA7_115
Fli1,SomHA7_086,SomHA8_095
Meis1,SomHA7_086,SomHA7_198
Etv6,SomHA7_086,SomHA7_089
Myb,SomHA7_089,SomHA8_325
Etv6,SomHA7_089,SomHA7_086
Meis1,SomHA7_089,SomHA7_024
Lyl1,SomHA9_276,SomHA8_325
Meis1,SomHA9_276,SomHA8_082
Hhex,SomHA9_276,SomHA7_148
Tbx20,HFB10_073,HFB11_156
Nfe2,HFB10_073,HFA1_119
HoxB4,HFB10_073,NPA7_066
Tbx3,HFB10_074,HFB9_110
Lmo2,HFB10_074,HFB13_079
Mitf,HFB10_074,HFB12_110
Gfi1,HFB10_074,NPB7_051
Gata1,HFB10_074,NPA6_046
Tbx20,HFB10_074,NPA6_008
Myb,HFB10_074,PSB3_020
Nfe2,HFB10_074,PSA8_032
HoxB4,HFB10_076,HFB13_159
Ikaros,HFB10_076,PSB3_075
Sfpi1,SomHA8_283,SomHA7_315
Meis1,SomHA8_283,SomHA7_012
Etv2,SomHA7_081,SomHA9_030
Tbx3,SomHA7_081,SomHA8_346
Etv6,SomHA7_081,SomHA8_134
Hhex,SomHA7_081,SomHA8_028
Lyl1,SomHA7_081,SomHA7_294
Lmo2,SomHA7_081,SomHA7_271
Sfpi1,SomHA7_081,SomHA7_115
Ets2,SomHA7_081,SomHA7_062
Fli1,SomHA7_081,SomHA7_044
Mitf,SomHA7_081,SomHA7_033
Myb,SomHA7_081,SomHA7_032
Ets1,SomHA7_081,SomHA7_028
Etv6,SomHA7_080,SomHA9_143
Meis1,SomHA7_080,SomHA8_224
Hhex,SomHA7_080,SomHA8_062
Ets1,SomHA7_080,SomHA8_059
Etv2,SomHA7_080,SomHA7_275
Sfpi1,SomHA7_080,SomHA7_207
Mitf,SomHA7_080,SomHA7_146
Lmo2,SomHA7_080,SomHA7_085
Sfpi1,SomHA8_266,SomHA7_281
Hhex,SomHA8_267,SomHA8_155
Sfpi1,SomHA8_267,SomHA7_247
Etv6,SomHA8_267,SomHA7_073
Mitf,SomHA8_267,SomHA7_047
Meis1,SomHA8_267,SomHA7_029
Sfpi1,SomHA8_269,SomHA8_037
Etv6,SomHA8_269,SomHA7_162
Sfpi1,SomHA9_272,SomHA9_213
Hhex,SomHA9_272,SomHA8_243
Mitf,SomHA9_272,SomHA8_085
Etv2,SomHA9_272,SomHA7_012
Cbfa2t3h,SomHA7_069,SomHA7_198
Hhex,SomHA9_268,SomHA7_248
Gata1,SomHA9_268,SomHA7_078
Myb,SomHA7_073,SomHA9_077
Etv6,SomHA7_073,SomHA8_267
Lmo2,SomHA7_073,SomHA8_062
Hhex,SomHA7_073,SomHA7_085
Mitf,SomHA7_073,SomHA7_078
Meis1,SomHA7_073,SomHA7_059
Sfpi1,SomHA7_073,SomHA7_014
Fli1,SomHA7_073,SomHA7_009
Ets1,SomHA7_073,SomHA7_003
Gata1,SomHA7_078,SomHA9_268
Sox7,SomHA7_078,SomHA8_329
Gfi1,SomHA7_078,SomHA8_308
Notch1,SomHA7_078,SomHA8_306
Lmo2,SomHA7_078,SomHA8_152
Cbfa2t3h,SomHA7_078,SomHA8_012
Hhex,SomHA7_078,SomHA7_354
Ets1,SomHA7_078,SomHA7_329
Meis1,SomHA7_078,SomHA7_171
Fli1,SomHA7_078,SomHA7_115
Mitf,SomHA7_078,SomHA7_073
Etv6,SomHA7_078,SomHA7_047
Sfpi1,SomHA7_078,SomHA7_044
Myb,SomHA7_078,SomHA7_010
Notch1,SomHA7_075,SomHA8_114
Mecom,HFB10_064,HFB14_020
Sfpi1,HFB10_064,HFB10_121
Gfi1b,HFB10_064,NPB5_030
Sox17,HFB10_064,PSA7_010
HoxB4,HFB10_062,HFB10_103
Tbx3,HFB10_062,HFA4_063
Erg,HFB10_062,HFA1_005
Tbx20,SomHA8_270,SomHA7_033
Fli1,SomHA8_271,SomHA8_369
Lmo2,SomHA8_271,SomHA8_215
Ets1,SomHA8_271,SomHA8_207
Mitf,SomHA8_271,SomHA8_057
Tbx3,SomHA8_271,SomHA7_014
Myb,SomHA7_070,SomHA9_030
Etv2,SomHA7_070,SomHA7_032
Fli1,SomHA8_274,SomHA8_345
Sfpi1,SomHA8_274,SomHA7_296
Hhex,SomHA8_274,SomHA7_227
Ets1,SomHA8_274,SomHA7_170
Tbx3,SomHA8_274,SomHA7_146
Lmo2,SomHA8_274,SomHA7_030
HoxB4,SomHA8_275,SomHA7_271
Nfe2,HFB10_067,HFB10_045
Mecom,HFB10_067,PSA1_074
