Gene,StateA,StateB
Etv6,SomHA8_037,SomHA8_222
Sox7,SomHA8_037,SomHA8_080
Ets1,SomHA8_037,SomHA7_061
Mitf,SomHA8_035,SomHA7_246
Sfpi1,SomHA8_035,SomHA7_233
Tbx3,SomHA8_035,SomHA7_214
Lmo2,SomHA8_035,SomHA7_165
Myb,SomHA8_035,SomHA7_119
Fli1,SomHA8_035,SomHA7_021
Tbx3,SomHA8_034,HFA1_010
Mitf,SomHA8_034,NPB2_057
Lmo2,SomHA7_230,SomHA9_105
Ets1,SomHA7_230,SomHA7_374
Myb,SomHA7_230,SomHA7_102
Hhex,SomHA8_039,SomHA8_330
Cbfa2t3h,SomHA8_039,SomHA7_199
Etv2,SomHA8_039,SomHA7_022
Lmo2,SomHA7_233,SomHA9_077
Myb,SomHA7_233,SomHA8_062
Sfpi1,SomHA7_233,SomHA8_035
Fli1,SomHA7_233,SomHA7_369
Mitf,SomHA7_233,SomHA7_169
Sox7,SomHA9_191,SomHA7_227
Hhex,SomHA8_024,SomHA9_123
Ets1,SomHA8_024,SomHA9_022
Etv2,SomHA8_024,SomHA7_357
Fli1,SomHA8_024,SomHA7_168
Etv6,SomHA8_024,SomHA7_064
Ets1,SomHA8_026,SomHA9_094
Myb,SomHA8_026,SomHA8_028
Fli1,SomHA8_026,SomHA7_176
Mitf,SomHA8_026,SomHA7_087
Hhex,SomHA8_026,SomHA7_032
Lyl1,SomHA8_025,SomHA9_304
Mitf,SomHA8_025,SomHA9_257
Hhex,SomHA8_025,SomHA8_279
Sfpi1,SomHA8_025,SomHA8_122
Ets1,SomHA8_025,SomHA7_199
Etv2,SomHA8_025,SomHA7_147
Myb,HFA4_090,HFB12_116
Gfi1,HFA4_090,HFB10_139
Lmo2,SomHA7_242,SomHA8_317
Sfpi1,SomHA7_242,SomHA8_202
Mitf,SomHA7_242,SomHA8_028
Ets1,SomHA7_242,SomHA7_196
Myb,SomHA7_242,SomHA7_087
Hhex,SomHA7_242,SomHA7_033
Fli1,SomHA7_242,SomHA7_012
Etv2,SomHA8_028,SomHA9_315
Sfpi1,SomHA8_028,SomHA9_278
Ets1,SomHA8_028,SomHA9_256
Tbx3,SomHA8_028,SomHA9_133
Lyl1,SomHA8_028,SomHA9_116
Lmo2,SomHA8_028,SomHA8_060
Myb,SomHA8_028,SomHA8_026
Fli1,SomHA8_028,SomHA8_008
Etv6,SomHA8_028,SomHA7_337
Meis1,SomHA8_028,SomHA7_278
Mitf,SomHA8_028,SomHA7_242
Hhex,SomHA8_028,SomHA7_081
HoxB4,HFA4_093,PSB1_034
Gfi1,HFA4_093,PSA6_049
Mecom,HFA4_093,PSA1_004
Hhex,SomHA9_189,SomHA9_279
Ets1,SomHA9_189,SomHA7_296
Sfpi1,SomHA9_189,SomHA7_170
Tbx3,SomHA9_189,SomHA7_007
Sox7,SomHA8_029,SomHA8_206
Etv2,SomHA8_029,SomHA7_327
Lmo2,SomHA8_029,SomHA7_308
Tbx20,SomHA8_029,SomHA7_307
Erg,SomHA8_029,SomHA7_290
Mitf,SomHA8_029,SomHA7_114
Meis1,SomHA8_029,NPA6_036
Lmo2,SomHA7_241,SomHA9_088
Notch1,SomHA7_241,SomHA7_093
Gata1,SomHA7_241,SomHA7_065
Mecom,HFA4_079,HFB13_084
Gfi1,HFA4_079,HFB10_121
Nfe2,HFA4_079,NPB8_044
Sox17,HFA4_079,NPB2_068
Cbfa2t3h,HFA4_075,HFB13_191
Erg,HFA4_076,HFB10_037
Sox17,HFA4_076,HFA4_027
Myb,HFA4_076,HFA4_024
Lmo2,HFA4_076,HFA1_089
Mitf,HFA4_076,PSA1_088
Lmo2,HFA4_078,HFB11_002
Gfi1,HFA4_078,HFA4_118
Gata1,HFA4_078,HFA1_082
HoxB4,HFA4_078,NPB2_057
Mitf,SomHA7_290,SomHA9_088
Erg,SomHA7_290,SomHA8_029
Notch1,SomHA7_290,SomHA7_254
Gfi1,SomHA7_290,SomHA7_204
Ets1,SomHA7_290,SomHA7_025
Sox7,SomHA7_290,HFB13_037
Ets1,SomHA7_296,SomHA9_189
Hhex,SomHA7_296,SomHA9_043
Sfpi1,SomHA7_296,SomHA8_274
Tbx3,SomHA7_296,SomHA7_310
Mecom,HFA4_082,NPB2_007
Gfi1b,HFA4_082,PSB2_078
Fli1,SomHA7_295,SomHA8_222
Ets1,SomHA7_295,SomHA8_149
Lmo2,SomHA7_295,SomHA7_267
Mitf,SomHA7_295,SomHA7_102
Lmo2,HFA4_084,SomNHA6_052
Mitf,HFA4_084,SomNHA5_016
Tbx3,HFA4_084,SomNHA5_011
Mecom,HFA4_084,SomNHA3_095
Cbfa2t3h,HFA4_084,HFB9_127
Runx1,HFA4_084,HFB12_087
Hhex,SomHA7_297,SomHA9_258
Myb,SomHA7_297,SomHA7_250
Cbfa2t3h,SomHA7_297,SomHA7_091
Meis1,SomHA7_292,SomHA8_122
Hhex,SomHA7_292,SomHA7_308
Sfpi1,HFA4_081,SomNHA4_099
Cbfa2t3h,HFA4_081,PSA5_027
Lmo2,SomHA7_294,SomHA9_237
Hhex,SomHA7_294,SomHA9_116
Fli1,SomHA7_294,SomHA8_082
Lyl1,SomHA7_294,SomHA7_081
Myb,SomHA7_294,SomHA7_057
Sox7,SomHA8_096,SomHA7_014
Nfe2,HFA4_068,NPB5_087
Mitf,SomHA8_099,SomHA7_142
HoxB4,SomHA8_099,SomHA7_044
Meis1,HFA4_067,HFB11_011
Tbx3,HFA4_067,PSB3_031
Mitf,SomHA7_299,SomHA7_358
Sfpi1,SomHA7_299,SomHA7_267
Etv2,SomHA7_299,SomHA7_195
Myb,SomHA7_299,SomHA7_110
Etv6,SomHA7_299,SomHA7_084
Ets1,SomHA7_299,SomHA7_009
Fli1,SomHA7_299,SomHA7_003
Meis1,SomHA8_095,SomHA7_217
Fli1,SomHA8_095,SomHA7_086
Myb,HFA4_074,SomNHA6_199
Sox17,HFA4_074,SomNHA5_036
HoxB4,HFA4_074,HFA1_002
HoxB4,HFA4_073,SomNHA4_045
Runx1,HFA4_073,SomNHA3_093
Mecom,HFA4_073,HFB9_023
Erg,HFA4_073,HFB13_154
Lmo2,HFA4_073,HFB13_004
Myb,HFA4_073,HFB11_090
Notch1,SomHA8_089,SomHA8_319
Erg,HFA4_053,HFA4_002
Meis1,HFA4_054,NPA6_083
Sfpi1,SomHA7_267,SomHA7_299
Lmo2,SomHA7_267,SomHA7_295
Cbfa2t3h,SomHA7_267,SomHA7_224
Hhex,SomHA7_267,SomHA7_196
Fli1,SomHA7_267,SomHA7_113
Ets1,SomHA7_267,SomHA7_033
Mitf,SomHA7_267,SomHA7_028
Meis1,SomHA8_082,SomHA9_276
Fli1,SomHA8_082,SomHA7_294
Mitf,SomHA8_082,SomHA7_134
Ets1,SomHA8_082,SomHA7_107
Lyl1,SomHA8_082,SomHA7_044
Myb,SomHA8_082,SomHA7_027
Mecom,SomHA7_269,SomHA7_113
Tbx3,HFA4_056,NPB5_053
Nfe2,HFA4_056,NPA7_081
Gata1,HFA4_056,NPA6_099
Myb,HFA4_056,PSA8_014
Fli1,SomHA8_085,SomHA9_315
Mitf,SomHA8_085,SomHA9_272
Cbfa2t3h,SomHA8_085,SomHA8_330
Ets1,SomHA8_085,SomHA8_279
Sfpi1,SomHA8_085,SomHA8_278
Meis1,SomHA8_085,SomHA8_047
Etv2,SomHA8_085,SomHA8_008
Hhex,SomHA8_085,SomHA7_199
Sox7,SomHA8_080,SomHA8_037
Nfe2,PSA5_032,SomNHA6_238
Tbx20,PSA5_032,PSA8_040
Sfpi1,SomHA8_078,SomHA9_235
Mitf,SomHA8_078,SomHA9_016
Hhex,SomHA8_078,SomHA8_304
Ets1,SomHA8_078,SomHA7_279
Meis1,SomHA8_078,SomHA7_162
Lyl1,SomHA7_271,SomHA9_237
HoxB4,SomHA7_271,SomHA8_275
Mitf,SomHA7_271,SomHA8_149
Sfpi1,SomHA7_271,SomHA8_137
Etv6,SomHA7_271,SomHA8_129
Hhex,SomHA7_271,SomHA8_060
Gfi1b,SomHA7_271,SomHA8_053
Myb,SomHA7_271,SomHA7_374
Ets1,SomHA7_271,SomHA7_102
Lmo2,SomHA7_271,SomHA7_081
Fli1,SomHA7_271,SomHA7_058
Meis1,SomHA7_271,SomHA7_016
Etv2,SomHA7_274,SomHA9_134
Sfpi1,SomHA7_274,SomHA8_374
Cbfa2t3h,SomHA7_274,SomHA8_225
Etv6,SomHA7_274,SomHA7_329
Ets1,SomHA7_274,SomHA7_047
Sfpi1,HFA4_063,SomNHA6_129
Runx1,HFA4_063,SomNHA4_065
HoxB4,HFA4_063,HFB13_135
Erg,HFA4_063,HFB10_118
Tbx3,HFA4_063,HFB10_062
Ikaros,HFA4_063,HFA4_107
Lmo2,SomHA7_275,SomHA9_213
Myb,SomHA7_275,SomHA9_055
Mitf,SomHA7_275,SomHA8_054
Etv2,SomHA7_275,SomHA7_080
Hhex,SomHA7_279,SomHA8_224
Ets1,SomHA7_279,SomHA8_078
Meis1,SomHA7_279,SomHA8_062
Lmo2,SomHA7_279,SomHA7_059
Mitf,SomHA7_279,SomHA7_039
Meis1,SomHA8_070,SomHA9_016
Hhex,SomHA8_070,SomHA8_319
Ets1,SomHA8_070,SomHA8_152
Lmo2,SomHA8_070,SomHA7_329
Mitf,SomHA8_070,SomHA7_162
Sfpi1,SomHA8_070,SomHA7_091
Ikaros,HFA4_042,HFB9_062
Sox17,HFA4_042,HFB9_034
Tbx3,HFA4_042,HFB9_017
Mecom,HFA4_042,HFB12_090
Lmo2,HFA4_042,HFB11_070
Myb,HFA4_042,NPB2_050
HoxB4,HFA4_042,NPB2_017
Nfe2,HFA4_042,NPA6_030
Meis1,SomHA7_278,SomHA8_028
Erg,HFA4_049,HFB9_105
Tbx3,HFA4_049,NPB6_050
Fli1,SomHA8_077,SomHA8_054
Tbx20,HFA4_047,SomNHA6_237
Gfi1b,HFA4_047,HFB9_169
Sox17,HFA4_047,HFB13_138
Myb,HFA4_047,HFB13_046
Tbx3,HFA4_047,HFB13_004
Runx1,HFA4_047,HFB12_097
Ikaros,HFA4_047,HFB12_060
Mecom,HFA4_047,HFB10_037
HoxB4,HFA4_047,NPB5_056
Ikaros,PSA5_027,HFB13_001
Cbfa2t3h,PSA5_027,HFA4_081
Sfpi1,SomHA7_281,SomHA8_266
Myb,SomHA7_281,SomHA8_224
Gfi1b,HFA4_052,HFB12_105
Tbx3,HFA4_052,NPB6_004
Sox7,HFA4_050,HFB10_127
Mitf,PSA5_025,PSB1_091
Meis1,SomHA8_352,SomHA8_043
Notch1,SomHA8_352,SomHA7_064
Hhex,SomHA8_351,SomHA7_314
Erg,SomHA8_351,SomHA7_162
Mitf,SomHA8_350,SomHA8_224
Ets1,SomHA8_350,SomHA7_327
Meis1,SomHA8_350,SomHA7_146
Lmo2,SomHA8_350,SomHA7_067
Hhex,SomHA8_350,SomHA7_039
Gfi1b,NPA7_012,SomNHA6_077
Etv2,NPA7_012,SomNHA5_074
Myb,NPA7_012,SomNHA4_045
Tbx3,NPA7_012,HFB13_191
Runx1,NPA7_012,HFB13_162
Sfpi1,NPA7_012,HFB12_056
HoxB4,NPA7_012,HFB11_090
Lmo2,NPA7_012,HFA1_005
Mecom,NPA7_012,NPB7_016
Mecom,NPA7_013,NPB5_045
HoxB4,NPA7_013,NPA7_055
Tbx3,NPA7_013,NPA6_073
Meis1,NPA7_013,NPA6_059
Hhex,SomHA8_346,SomHA9_133
Mitf,SomHA8_346,SomHA8_369
Fli1,SomHA8_346,SomHA8_057
Myb,SomHA8_346,SomHA7_324
Tbx3,SomHA8_346,SomHA7_081
Ldb1,SomHA8_347,SomHA8_375
Lmo2,SomHA8_345,SomHA9_301
Mitf,SomHA8_345,SomHA8_333
Fli1,SomHA8_345,SomHA8_274
Meis1,NPA7_019,HFB10_036
Lmo2,NPA7_019,NPB8_002
Tbx3,NPA7_019,NPA6_062
Mecom,NPA7_018,HFB9_044
Runx1,NPA7_018,PSB1_033
Notch1,NPA7_018,PSA1_053
HoxB4,SomHA8_343,HFB10_055
Ikaros,SomHA8_343,HFA4_003
Tbx20,SomNHA5_124,SomNHA3_120
Nfe2,SomNHA5_122,SomNHA4_117
Sox17,SomNHA5_122,HFB13_162
Notch1,SomNHA5_127,SomNHA3_181
Ets1,SomNHA5_127,NPA6_009
Sox17,SomNHA5_125,PSA3_008
Hhex,NPA7_003,PSB3_078
Tbx3,NPA7_003,PSB3_021
Myb,NPA7_004,NPB4_009
Erg,NPA7_004,NPA6_010
Gfi1,SomHA8_363,SomHA7_146
Tbx3,SomNHA5_119,SomNHA6_245
Hhex,SomNHA5_119,SomNHA3_120
Lmo2,SomNHA3_200,SomNHA6_243
Sox17,SomNHA3_200,HFB9_146
Sox17,NPA7_008,HFB9_120
Gfi1,NPA7_008,HFB10_045
Mecom,NPA7_008,NPA7_090
Mitf,NPA7_008,PSA8_019
Tbx3,NPA7_007,HFB13_113
Lmo2,NPA7_007,HFB13_078
Tbx20,NPA7_007,NPB5_066
Mecom,SomHA8_355,SomHA8_319
FoxH1,SomNHA3_206,SomNHA6_172
Mitf,SomNHA3_206,SomNHA6_143
Nfe2,SomNHA5_110,NPA6_024
Lmo2,SomNHA5_113,HFB9_115
Lmo2,SomNHA5_114,SomNHA6_181
Tbx20,SomNHA5_114,SomNHA4_149
Erg,SomNHA5_114,SomNHA3_047
HoxB4,SomNHA5_114,NPA6_082
Sox17,SomNHA5_114,PSB2_040
Lyl1,SomNHA5_142,SomNHA6_150
HoxB4,SomNHA5_142,SomNHA3_121
Runx1,SomNHA5_142,SomNHA3_117
Cbfa2t3h,SomNHA5_142,HFB11_087
Gfi1,SomNHA5_142,HFB10_124
Mitf,SomNHA5_140,NPA7_046
Tal1,SomNHA5_140,NPA6_004
Fli1,SomNHA5_140,PSB1_068
Mitf,SomHA8_374,SomHA9_123
Lmo2,SomHA8_374,SomHA8_320
Sfpi1,SomHA8_374,SomHA7_274
Etv6,SomHA8_374,SomHA7_147
Myb,SomHA8_374,SomHA7_053
Fli1,SomHA8_374,SomHA7_035
Ets1,SomHA8_374,SomHA7_034
Gfi1b,SomHA8_372,SomHA8_008
Sfpi1,SomHA8_369,SomHA9_181
Mitf,SomHA8_369,SomHA8_346
Fli1,SomHA8_369,SomHA8_271
Tbx3,SomHA8_369,SomHA7_033
Gfi1,SomNHA5_149,SomNHA5_147
HoxB4,SomNHA5_148,SomNHA6_134
Fli1,SomNHA5_148,SomNHA3_109
Tbx20,SomNHA5_147,SomNHA6_201
Gfi1,SomNHA5_147,SomNHA5_149
Mitf,SomNHA5_147,SomNHA4_139
Lmo2,SomNHA5_147,SomNHA4_088
Etv2,SomNHA5_147,SomNHA3_017
Runx1,PSB2_007,SomNHA6_053
Lmo2,PSB2_007,PSB3_043
Hhex,PSB2_007,PSA8_042
Mecom,PSB2_007,PSA2_020
Fli1,PSB2_007,PSA1_095
Sfpi1,SomHA8_375,SomHA9_182
Ets1,SomHA8_375,SomHA9_067
Ldb1,SomHA8_375,SomHA8_347
Lyl1,SomHA8_375,SomHA7_252
Myb,SomNHA5_138,SomNHA6_247
Lyl1,SomNHA5_138,SomNHA6_094
Etv2,SomNHA5_138,SomNHA4_048
Lmo2,SomNHA5_138,SomNHA4_031
Runx1,SomNHA5_138,SomNHA3_138
Cbfa2t3h,SomNHA5_138,SomNHA3_135
HoxB4,SomNHA5_138,SomNHA3_116
Tbx20,SomNHA5_138,HFB12_056
Sox17,HFB13_162,SomNHA5_122
HoxB4,HFB13_162,SomNHA4_078
Hhex,HFB13_162,SomNHA3_104
Lmo2,HFB13_162,HFB13_196
Sfpi1,HFB13_162,HFB11_021
Runx1,HFB13_162,NPA7_012
Cbfa2t3h,HFB13_163,PSA5_015
Meis1,PSB2_015,SomNHA4_059
HoxB4,PSB2_015,NPB7_011
Lmo2,PSB2_015,NPB3_035
Sox17,PSB2_015,NPA7_034
Lyl1,PSB2_015,PSB3_057
Lmo2,HFB13_160,HFB13_018
Mecom,HFB13_160,HFB10_010
Gfi1b,HFB13_160,HFB10_008
Sox17,HFB13_160,HFA1_101
Runx1,SomNHA5_160,SomNHA6_154
Myb,SomNHA5_160,SomNHA4_219
Ikaros,SomNHA5_160,SomNHA4_189
FoxH1,SomNHA5_160,SomNHA4_034
Mecom,SomNHA5_160,SomNHA4_031
Meis1,SomNHA5_160,SomNHA3_183
Sfpi1,SomNHA5_160,HFB9_078
HoxB4,SomNHA5_160,HFA4_013
Tbx20,SomNHA5_160,NPB6_031
Myb,PSB2_014,HFB11_011
Runx1,HFB13_166,NPA6_027
Tbx20,SomNHA5_163,SomNHA3_117
Gata1,SomNHA5_161,SomNHA6_187
Ets1,SomNHA5_161,SomNHA6_138
Gfi1,SomNHA5_161,SomNHA6_017
Gfi1,SomHA8_308,SomHA7_078
Lmo2,SomHA8_306,SomHA8_151
Notch1,SomHA8_306,SomHA7_078
Ets1,SomHA8_304,SomHA8_224
Lmo2,SomHA8_304,SomHA8_179
Erg,SomHA8_304,SomHA8_114
Hhex,SomHA8_304,SomHA8_078
Meis1,SomHA8_304,SomHA8_059
Sfpi1,SomHA8_304,SomHA8_048
Mitf,SomHA8_304,SomHA7_327
Etv2,SomHA8_304,SomHA7_114
Sox7,SomHA8_304,HFA1_116
Notch1,SomHA8_300,SomHA7_199
Ets1,PSB2_029,HFB9_149
Lyl1,PSB2_029,HFB9_115
HoxB4,PSB2_029,HFA1_044
Runx1,PSB2_029,NPB7_044
Cbfa2t3h,PSB2_029,PSA6_027
Nfe2,NPB7_051,HFB12_073
Mecom,NPB7_051,HFB11_156
Notch1,NPB7_051,HFB10_160
Gfi1,NPB7_051,HFB10_074
Erg,NPB7_051,HFA1_069
HoxB4,NPB7_051,NPB6_042
Lmo2,NPB7_051,NPA7_032
Hhex,NPB7_051,PSA2_007
Gata1,NPB7_051,PSA1_055
Sfpi1,SomNHA5_151,SomNHA6_237
Tbx3,SomNHA5_151,SomNHA4_055
Myb,SomNHA5_151,SomNHA3_178
Myb,HFB13_179,NPB5_057
Mecom,HFB13_179,PSB3_095
Erg,PSB2_021,NPB5_040
Hhex,PSB2_021,NPB2_043
Myb,PSB2_021,PSA2_038
Gfi1b,HFB13_178,HFA4_122
Sfpi1,SomNHA5_154,SomNHA4_139
Runx1,SomNHA5_154,SomNHA3_152
Hhex,SomHA8_317,SomHA8_149
Mitf,SomHA8_317,SomHA8_060
Lmo2,SomHA8_317,SomHA7_242
Fli1,SomHA8_317,SomHA7_207
Etv6,SomHA8_319,SomHA9_064
Mecom,SomHA8_319,SomHA8_355
Notch1,SomHA8_319,SomHA8_089
Hhex,SomHA8_319,SomHA8_070
Mitf,SomHA8_319,SomHA8_059
Meis1,SomHA8_319,SomHA7_327
Tbx3,SomHA8_319,SomHA7_170
Ets1,SomHA8_319,SomHA7_146
Fli1,SomHA8_319,SomHA7_145
Sfpi1,SomHA8_319,SomHA7_007
Lmo2,SomHA8_319,SomHA7_006
Etv2,SomHA8_319,NPA6_036
Fli1,SomHA8_310,SomHA7_171
Meis1,SomHA8_310,SomHA7_115
Etv6,SomHA8_310,SomHA7_048
Mecom,HFB13_183,HFB11_151
Tbx3,HFB13_183,NPB8_048
Myb,HFB13_183,NPB5_040
Nfe2,HFB13_183,NPB5_030
Sfpi1,HFB13_183,NPA7_035
Erg,HFB13_183,PSA2_038
Lmo2,HFB13_183,PSA1_051
Ikaros,HFB13_184,HFB12_093
Nfe2,HFB13_184,HFB11_087
Cbfa2t3h,SomHA8_330,SomHA8_085
Hhex,SomHA8_330,SomHA8_039
Etv2,SomHA8_330,SomHA7_260
Meis1,HFB13_186,SomNHA4_102
Ikaros,HFB13_186,SomNHA3_069
Gfi1b,HFB13_186,HFA4_100
Tbx20,HFB13_186,NPA6_030
HoxB4,HFB13_189,HFB9_168
Lmo2,HFB13_189,HFB13_125
Sfpi1,HFB13_189,HFB12_101
Tbx3,HFB13_189,HFB11_128
Myb,HFB13_189,HFB10_163
Erg,HFB13_189,PSB3_095
Tbx3,PSB2_032,HFA1_069
Mecom,PSB2_032,NPB2_045
Mitf,PSB2_036,NPB5_015
Tbx3,PSB2_036,PSB1_055
Runx1,PSB2_034,PSB2_056
Sox7,SomHA8_329,SomHA7_078
Notch1,SomHA8_323,SomHA7_119
Lmo2,SomHA8_322,SomHA8_244
Sfpi1,SomHA8_322,SomHA8_117
Sox7,SomHA8_322,SomHA7_064
Lmo2,SomHA8_320,SomHA8_374
Mitf,SomHA8_320,SomHA8_037
Etv6,SomHA8_320,SomHA7_091
HoxB4,SomHA8_327,SomHA8_224
Lyl1,SomHA8_325,SomHA9_276
Sfpi1,SomHA8_325,SomHA7_171
Myb,SomHA8_325,SomHA7_089
Meis1,SomHA8_325,SomHA7_044
Sfpi1,PSB2_048,NPB3_035
Runx1,PSB2_048,PSA7_061
Sfpi1,HFB13_191,SomNHA6_215
Mecom,HFB13_191,HFB13_152
Lmo2,HFB13_191,HFB10_118
Cbfa2t3h,HFB13_191,HFA4_075
Tbx3,HFB13_191,NPA7_012
Mitf,HFB13_192,HFB9_053
Mecom,HFB13_192,HFB13_146
Notch1,HFB13_192,HFB13_008
Myb,HFB13_192,HFA4_122
Ldb1,HFB13_197,HFB9_119
Sfpi1,HFB13_198,NPB5_028
Nfe2,HFB13_198,NPB4_025
Tbx3,HFB13_198,NPB3_043
Sox17,HFB13_198,NPA7_032
Ets1,SomHA8_340,SomHA9_077
Lyl1,SomHA8_340,SomHA8_229
Fli1,SomHA8_340,SomHA7_110
Sfpi1,SomHA8_340,SomHA7_054
Myb,SomHA8_340,SomHA7_003
Mecom,HFB13_196,HFB9_177
Lmo2,HFB13_196,HFB13_162
Tbx3,HFB13_196,HFB13_082
Myb,HFB13_196,HFB13_066
Sfpi1,HFB13_196,HFB13_047
HoxB4,HFB13_196,HFB12_103
Tbx20,HFB13_196,HFB12_052
Runx1,HFB13_196,HFA1_005
Runx1,SomNHA5_173,SomNHA4_099
Sox17,SomNHA5_173,SomNHA4_004
HoxB4,SomNHA5_173,SomNHA3_166
Myb,SomNHA5_173,SomNHA3_160
Erg,SomNHA5_173,SomNHA3_086
Sox17,PSB2_040,SomNHA5_114
Sox7,PSB2_040,SomNHA4_217
Runx1,PSB2_040,SomNHA4_105
Erg,PSB2_040,SomNHA4_010
Meis1,PSB2_040,SomNHA3_166
Runx1,SomNHA5_172,NPB7_011
Mitf,SomNHA5_175,HFB13_104
Lmo2,SomNHA5_175,HFB12_115
Ikaros,SomNHA5_175,HFB12_087
Sfpi1,SomNHA5_175,NPB7_018
Mecom,SomNHA5_175,NPB5_061
Tbx3,SomNHA5_175,NPB2_064
Myb,SomNHA5_175,PSA7_014
Gfi1b,HFB13_199,HFB10_109
Gfi1,HFB13_199,NPB4_052
Lmo2,HFB13_199,NPB3_044
Tbx3,PSB2_044,NPB6_042
Gata1,PSB2_044,NPA6_020
Gfi1b,PSB2_044,PSB1_034
Meis1,SomHA8_339,SomHA7_307
Tbx20,SomHA8_339,NPA6_036
Tbx3,SomHA8_331,SomHA7_031
Mitf,SomHA8_333,SomHA8_345
Myb,HFB13_190,NPA6_037
Gfi1,SomHA8_335,SomHA7_066
Mecom,NPB2_007,HFA4_082
Nfe2,NPB2_007,NPB8_022
Lmo2,NPB2_007,PSA6_049
Meis1,NPB2_005,NPB4_041
Sox17,NPB2_005,PSA6_034
FoxO4,SomNHA6_109,SomNHA4_140
Sfpi1,HFB13_129,SomNHA3_095
Runx1,HFB13_129,NPB6_052
Erg,HFB13_129,NPA7_068
Lmo2,NPA7_095,NPA7_022
Gata1,NPA7_090,HFB9_110
Sox7,NPA7_090,HFA1_105
Gfi1,NPA7_090,NPB2_052
Sfpi1,NPA7_090,NPA7_072
Mecom,NPA7_090,NPA7_008
Tbx3,NPA7_090,NPA6_046
HoxB4,NPA7_090,NPA6_037
Meis1,NPA7_090,PSB3_004
Tbx20,HFB13_125,SomNHA6_247
Sfpi1,HFB13_125,SomNHA4_045
Lmo2,HFB13_125,HFB13_189
Myb,HFB13_125,HFB12_056
HoxB4,NPA7_091,NPA7_079
Tbx3,NPA7_091,PSA6_048
Cbfa2t3h,NPA7_092,HFA1_084
Fli1,NPA7_092,NPA6_009
HoxB4,NPA7_092,PSA7_044
Notch1,NPA7_092,PSA1_041
Etv2,NPA7_093,PSA1_074
FoxH1,SomNHA6_104,SomNHA5_027
Lmo2,SomNHA6_104,SomNHA4_013
Runx1,SomNHA6_104,SomNHA3_011
Mitf,SomNHA6_104,HFB11_090
Sfpi1,SomNHA6_104,HFB10_134
Etv2,SomNHA6_102,SomNHA6_052
Runx1,SomNHA6_102,SomNHA3_120
Sfpi1,HFB13_138,SomNHA6_195
Sox17,HFB13_138,HFA4_047
Ikaros,HFB13_138,NPA6_027
Cbfa2t3h,HFB13_137,SomNHA3_198
Lmo2,HFB13_137,HFA4_002
Tbx3,NPA7_083,HFB9_172
Sfpi1,NPA7_083,HFB10_127
Tbx20,NPA7_081,HFB9_110
Nfe2,NPA7_081,HFA4_056
Lmo2,NPA7_081,HFA1_045
Tbx3,NPA7_081,NPA6_008
Ikaros,HFB13_134,HFB13_206
Hhex,HFB13_134,HFA4_006
Myb,HFB13_133,NPB6_004
Sfpi1,HFB13_135,HFB14_014
Erg,HFB13_135,HFB13_046
Tbx3,HFB13_135,HFB10_103
HoxB4,HFB13_135,HFA4_063
Mecom,HFB13_135,HFA4_024
Mecom,HFB13_130,NPB5_031
Myb,HFB13_130,NPB2_055
Nfe2,HFB13_130,PSA8_044
Sox17,HFB13_132,HFB12_121
Mecom,HFB13_132,HFB10_105
Ikaros,HFB13_146,HFB9_176
Runx1,HFB13_146,HFB13_203
Mecom,HFB13_146,HFB13_192
Erg,HFB13_145,HFB9_139
Mitf,HFB13_145,HFB10_119
Tbx20,HFB13_145,HFA1_036
Mecom,HFB13_145,NPB5_088
HoxB4,HFB13_145,NPA6_046
Tbx3,HFB13_145,NPA6_037
Cbfa2t3h,NPA7_071,NPB6_034
Sfpi1,NPA7_072,NPA7_090
Gfi1,NPA7_072,PSA4_029
Nfe2,NPA7_074,HFB13_078
Tbx3,NPA7_074,NPB5_019
Gfi1,NPA7_074,NPA6_099
Tbx20,NPA7_074,PSA1_074
Sox17,HFB13_149,HFA1_036
Lmo2,NPA7_075,NPB6_030
Tbx20,NPA7_075,PSA2_012
HoxB4,NPA7_079,NPA7_091
Lmo2,NPA7_079,NPA7_059
Tbx20,HFB13_142,SomNHA3_062
Myb,HFB13_142,HFB9_146
HoxB4,HFB13_141,NPB4_053
Myb,HFB13_140,HFB9_064
Gfi1b,HFB13_140,HFA1_042
Gfi1,HFB13_158,HFB10_008
HoxB4,HFB13_159,HFB10_076
Sox17,HFB13_159,NPB2_014
Mecom,NPA7_062,NPA6_072
Cbfa2t3h,NPA7_062,PSA1_034
Ldb1,SomHA7_100,SomHA9_237
Erg,NPA7_068,HFB13_129
Runx1,NPA7_068,HFA4_024
Mecom,NPA7_066,HFB11_002
HoxB4,NPA7_066,HFB10_073
Mecom,HFB13_152,HFB13_191
Nfe2,HFB13_152,HFB13_064
Erg,HFB13_152,HFB11_006
Tbx3,HFB13_152,NPB7_016
Lmo2,HFB13_152,PSB3_042
Myb,HFB13_152,PSB2_051
Erg,NPA7_069,NPA6_076
Meis1,NPA7_069,NPA6_020
HoxB4,NPA7_069,PSA8_002
Mecom,NPA7_069,PSA3_007
Erg,HFB13_154,HFA4_073
Lmo2,HFB13_153,SomNHA6_172
Runx1,HFB13_153,SomNHA4_182
Nfe2,HFB13_153,HFB13_038
Sfpi1,HFB13_153,HFB12_096
Mitf,HFB13_153,HFB10_163
Mitf,NPA7_059,NPB4_033
Lmo2,NPA7_059,NPA7_079
